DATE,Open,High,Low,Close,Adj Close,Volume
119,10332.7002,10332.7002,10211.25,10226.54981,10226.54981,342500
120,10263.7002,10272.7002,10108.54981,10121.79981,10121.79981,143400
121,10175.04981,10179.2002,10095.7002,10127.75,10127.75,148600
122,10118.25,10147.9502,10069.09961,10118.25,10118.25,155500
123,10088.79981,10104.2002,10033.34961,10044.09961,10044.09961,166100
124,10063.4502,10182.65039,10061.90039,10166.7002,10166.7002,166200
125,10198.4502,10270.84961,10195.25,10265.65039,10265.65039,200000
126,10310.5,10329.2002,10282.04981,10322.25,10322.25,147400
127,10324.90039,10326.09961,10230.2002,10240.15039,10240.15039,175100
128,10236.59961,10296.54981,10169.84961,10192.9502,10192.9502,181600
129,10229.29981,10276.09961,10141.54981,10252.09961,10252.09961,154300
130,10345.65039,10373.09961,10319.65039,10333.25,10333.25,255100
131,10263.09961,10443.54981,10074.79981,10388.75,10388.75,230400
132,10414.79981,10472.2002,10406,10463.2002,10463.2002,169100
133,10494.40039,10494.4502,10437.15039,10444.2002,10444.2002,175200
134,10473.9502,10473.9502,10426.90039,10440.29981,10440.29981,151900
135,10457.29981,10501.09961,10448.25,10493,10493,138800
136,10512.29981,10545.4502,10477.9502,10531.5,10531.5,155600
137,10531.04981,10552.40039,10469.25,10490.75,10490.75,165200
138,10498.2002,10534.54981,10460.4502,10477.90039,10477.90039,272900
139,10492.34961,10538.7002,10488.65039,10530.7002,10530.7002,152000
140,null,null,null,null,null,null
141,10477.54981,10495.2002,10404.65039,10442.2002,10442.2002,153400
142,10482.65039,10503.59961,10429.54981,10443.2002,10443.2002,167300
143,10469.40039,10513,10441.4502,10504.79981,10504.79981,174900
144,10534.25,10566.09961,10520.09961,10558.84961,10558.84961,180900
145,10591.7002,10631.2002,10588.54981,10623.59961,10623.59961,169000
146,10645.09961,10659.15039,10603.59961,10637,10637,205000
147,10652.04981,10655.5,10592.7002,10632.2002,10632.2002,176400
148,10637.04981,10664.59961,10612.34961,10651.2002,10651.2002,153800
149,10682.54981,10690.40039,10597.09961,10681.25,10681.25,175200
150,10718.5,10782.65039,10713.79981,10741.54981,10741.54981,175900
151,10761.5,10762.34961,10687.84961,10700.4502,10700.4502,211000
152,10702.4502,10803,10666.75,10788.54981,10788.54981,252700
153,10873.40039,10887.5,10782.40039,10817,10817,312000
154,10829.2002,10906.84961,10793.90039,10894.7002,10894.7002,207600
155,10883.2002,10975.09961,10881.40039,10966.2002,10966.2002,231600
156,10997.40039,11092.90039,10994.54981,11083.7002,11083.7002,284600
157,11069.34961,11110.09961,11046.15039,11086,11086,283400
158,11095.59961,11095.59961,11009.2002,11069.65039,11069.65039,330300
159,11079.34961,11171.54981,11075.9502,11130.40039,11130.40039,241700
160,11120.84961,11121.09961,11033.90039,11049.65039,11049.65039,228000
161,11018.79981,11058.5,10979.29981,11027.7002,11027.7002,245900
162,11044.54981,11117.34961,10878.79981,11016.90039,11016.90039,306200
163,10938.2002,10954.9502,10736.09961,10760.59961,10760.59961,282700
164,10604.29981,10702.75,10586.79981,10666.54981,10666.54981,240100
165,10295.15039,10594.15039,10276.29981,10498.25,10498.25,266500
166,10607.2002,10614,10446.40039,10476.7002,10476.7002,250400
167,10518.5,10637.79981,10479.54981,10576.84961,10576.84961,232200
168,10416.5,10480.2002,10398.2002,10454.9502,10454.9502,191600
169,10518.2002,10555.5,10485.40039,10539.75,10539.75,217400
170,10585.75,10590.54981,10456.65039,10500.90039,10500.90039,229200
171,10537.90039,10618.09961,10511.04981,10545.5,10545.5,210600
172,10596.2002,10612.90039,10434.04981,10452.29981,10452.29981,184300
173,10488.90039,10489.34961,10302.75,10378.40039,10378.40039,187300
174,10391,10429.34961,10347.65039,10360.40039,10360.40039,187700
175,10426,10426.09961,10349.59961,10397.4502,10397.4502,234100
176,10354.34961,10397.54981,10340.65039,10382.7002,10382.7002,313600
177,10408.09961,10499.09961,10396.65039,10491.04981,10491.04981,210600
178,10526.54981,10592.9502,10520.2002,10582.59961,10582.59961,171900
179,10615.2002,10631.65039,10537.25,10554.29981,10554.29981,187500
180,10488.9502,10535.5,10461.54981,10492.84961,10492.84961,286000
181,10479.9502,10525.5,10447.15039,10458.34961,10458.34961,176000
182,10428.29981,10428.7002,10323.90039,10358.84961,10358.84961,194000
183,10420.5,10441.34961,10215.90039,10249.25,10249.25,222900
184,10232.9502,10243.34961,10141.54981,10154.2002,10154.2002,249500
185,10216.25,10270.34961,10146.40039,10242.65039,10242.65039,226400
